quadID,species,year,treatment,cover,disturb,rowdif,minyear,maxyear
c104,PLER,2002,c,30,0,12,1990,35
c104,PLER,2003,c,5,0,13,1990,35
c104,PLER,2004,c,2,0,14,1990,35
c104,PLER,2005,c,2,0,15,1990,35
c104,PLER,2006,c,2,0,16,1990,35
c104,PLER,2007,c,0,2,17,1990,35
c104,PLER,2008,c,0,2,18,1990,35
c104,PLER,2009,c,2,0,19,1990,35
c104,PLER,2010,c,0,0,20,1990,35
c104,PLER,2011,c,5,2,21,1990,35
c104,PLER,2012,c,10,3,22,1990,35
c104,PLER,2013,c,5,0,23,1990,35
c104,PLER,2014,c,10,0,24,1990,35
c104,PLER,2015,c,50,0,25,1990,35
c104,PLER,2016,c,40,0,26,1990,35
c104,PLER,2017,c,20,0,27,1990,35
c104,PLER,2018,c,2,2,28,1990,35
c108,MIDO,1990,c,5,0,0,1990,21
c108,MIDO,1991,c,10,4,1,1990,21
c108,MIDO,1992,c,30,0,2,1990,21
c108,MIDO,1993,c,60,0,3,1990,21
c108,MIDO,1994,c,50,0,4,1990,21
c108,MIDO,1995,c,10,0,5,1990,21
c108,MIDO,1996,c,2,0,6,1990,21
c108,MIDO,1997,c,0,0,7,1990,21
c108,MIDO,1998,c,0,1,8,1990,21
c108,MIDO,1999,c,0,0,9,1990,21
c108,MIDO,2000,c,0,2,10,1990,21
c108,MIDO,2001,c,2,0,11,1990,21
c108,MIDO,2002,c,0,0,12,1990,21
c108,MIDO,2003,c,2,1,13,1990,21
c108,MIDO,2004,c,0,0,14,1990,21
c108,PLER,1990,c,40,0,0,1990,21
c108,PLER,1991,c,5,4,1,1990,21
c108,PLER,1992,c,5,0,2,1990,21
c108,PLER,1993,c,2,0,3,1990,21
c108,PLER,1994,c,5,0,4,1990,21
c108,PLER,1995,c,5,0,5,1990,21
c108,PLER,1996,c,5,0,6,1990,21
c108,PLER,1997,c,10,0,7,1990,21
c108,PLER,1998,c,10,1,8,1990,21
c108,PLER,1999,c,2,0,9,1990,21
c108,PLER,2000,c,5,2,10,1990,21
c108,PLER,2001,c,10,0,11,1990,21
c108,PLER,2002,c,20,0,12,1990,21
c108,PLER,2003,c,10,1,13,1990,21
c108,PLER,2004,c,2,0,14,1990,21
c110,MIDO,1990,c,5,4,0,1990,35
c110,MIDO,1991,c,5,4,1,1990,35
c110,MIDO,1992,c,20,0,2,1990,35
c110,MIDO,1993,c,50,0,3,1990,35
c110,MIDO,1994,c,30,0,4,1990,35
c110,MIDO,1995,c,30,0,5,1990,35
c110,MIDO,1996,c,10,0,6,1990,35
c110,MIDO,1997,c,0,0,7,1990,35
c110,MIDO,1998,c,0,0,8,1990,35
c110,MIDO,1999,c,0,0,9,1990,35
c110,MIDO,2000,c,1,0,10,1990,35
c110,MIDO,2001,c,1,0,11,1990,35
c110,MIDO,2002,c,5,0,12,1990,35
c110,MIDO,2003,c,5,0,13,1990,35
c110,MIDO,2004,c,5,0,14,1990,35
c110,MIDO,2005,c,2,2,15,1990,35
c110,MIDO,2006,c,0,0,16,1990,35
c110,MIDO,2007,c,0,2,17,1990,35
c110,MIDO,2008,c,0,3,18,1990,35
c110,MIDO,2009,c,2,0,19,1990,35
c110,MIDO,2010,c,30,0,20,1990,35
c110,MIDO,2011,c,40,2,21,1990,35
c110,MIDO,2012,c,30,1,22,1990,35
c110,MIDO,2013,c,50,0,23,1990,35
c110,MIDO,2014,c,20,0,24,1990,35
c110,MIDO,2015,c,1,0,25,1990,35
c110,MIDO,2016,c,2,0,26,1990,35
c110,MIDO,2017,c,2,0,27,1990,35
c110,MIDO,2018,c,0,0,28,1990,35
c110,PLER,1990,c,30,4,0,1990,35
c110,PLER,1991,c,5,4,1,1990,35
c110,PLER,1992,c,2,0,2,1990,35
c110,PLER,1993,c,2,0,3,1990,35
c110,PLER,1994,c,2,0,4,1990,35
c110,PLER,1995,c,5,0,5,1990,35
c110,PLER,1996,c,5,0,6,1990,35
c110,PLER,1997,c,30,0,7,1990,35
c110,PLER,1998,c,60,0,8,1990,35
c110,PLER,1999,c,30,0,9,1990,35
c110,PLER,2000,c,30,0,10,1990,35
c110,PLER,2001,c,40,0,11,1990,35
c110,PLER,2002,c,30,0,12,1990,35
c110,PLER,2003,c,10,0,13,1990,35
c110,PLER,2004,c,5,0,14,1990,35
c110,PLER,2005,c,10,2,15,1990,35
c110,PLER,2006,c,2,0,16,1990,35
c110,PLER,2007,c,2,2,17,1990,35
c110,PLER,2008,c,5,3,18,1990,35
c110,PLER,2009,c,20,0,19,1990,35
c110,PLER,2010,c,30,0,20,1990,35
c110,PLER,2011,c,20,2,21,1990,35
c110,PLER,2012,c,10,1,22,1990,35
c110,PLER,2013,c,20,0,23,1990,35
c110,PLER,2014,c,30,0,24,1990,35
c110,PLER,2015,c,50,0,25,1990,35
c110,PLER,2016,c,40,0,26,1990,35
c110,PLER,2017,c,20,0,27,1990,35
c110,PLER,2018,c,2,0,28,1990,35
c111,MIDO,1990,c,5,4,0,1990,35
c111,MIDO,1991,c,10,4,1,1990,35
c111,MIDO,1992,c,30,0,2,1990,35
c111,MIDO,1993,c,50,0,3,1990,35
c111,MIDO,1994,c,30,0,4,1990,35
c111,MIDO,1995,c,30,0,5,1990,35
c111,MIDO,1996,c,10,1,6,1990,35
c111,MIDO,1997,c,2,0,7,1990,35
c111,MIDO,1998,c,0,0,8,1990,35
c111,MIDO,1999,c,0,0,9,1990,35
c111,MIDO,2000,c,2,2,10,1990,35
c111,MIDO,2001,c,10,0,11,1990,35
c111,MIDO,2002,c,5,0,12,1990,35
c111,MIDO,2003,c,20,0,13,1990,35
c111,MIDO,2004,c,5,0,14,1990,35
c111,MIDO,2005,c,10,0,15,1990,35
c111,MIDO,2006,c,0,0,16,1990,35
c111,MIDO,2007,c,0,1,17,1990,35
c111,MIDO,2008,c,0,2,18,1990,35
c111,MIDO,2009,c,10,0,19,1990,35
c111,MIDO,2010,c,30,0,20,1990,35
c111,MIDO,2011,c,40,0,21,1990,35
c111,MIDO,2012,c,30,1,22,1990,35
c111,MIDO,2013,c,40,0,23,1990,35
c111,MIDO,2014,c,5,0,24,1990,35
c111,MIDO,2015,c,0,0,25,1990,35
c111,MIDO,2016,c,0,0,26,1990,35
c111,MIDO,2017,c,0,0,27,1990,35
c111,MIDO,2018,c,0,3,28,1990,35
c111,PLER,1990,c,20,4,0,1990,35
c111,PLER,1991,c,0,4,1,1990,35
c111,PLER,1992,c,10,0,2,1990,35
c111,PLER,1993,c,2,0,3,1990,35
c111,PLER,1994,c,2,0,4,1990,35
c111,PLER,1995,c,10,0,5,1990,35
c111,PLER,1996,c,10,1,6,1990,35
c111,PLER,1997,c,30,0,7,1990,35
c111,PLER,1998,c,50,0,8,1990,35
c111,PLER,1999,c,2,0,9,1990,35
c111,PLER,2000,c,30,2,10,1990,35
c111,PLER,2001,c,40,0,11,1990,35
c111,PLER,2002,c,20,0,12,1990,35
c111,PLER,2003,c,20,0,13,1990,35
c111,PLER,2004,c,5,0,14,1990,35
c111,PLER,2005,c,20,0,15,1990,35
c111,PLER,2006,c,2,0,16,1990,35
c111,PLER,2007,c,2,1,17,1990,35
c111,PLER,2008,c,5,2,18,1990,35
c111,PLER,2009,c,30,0,19,1990,35
c111,PLER,2010,c,30,0,20,1990,35
c111,PLER,2011,c,10,0,21,1990,35
c111,PLER,2012,c,10,1,22,1990,35
c111,PLER,2013,c,20,0,23,1990,35
c111,PLER,2014,c,20,0,24,1990,35
c111,PLER,2015,c,30,0,25,1990,35
c111,PLER,2016,c,20,0,26,1990,35
c111,PLER,2017,c,20,0,27,1990,35
c111,PLER,2018,c,2,3,28,1990,35
c121,MIDO,1988,c,5,0,0,1988,21
c121,MIDO,1989,c,0,4,1,1988,21
c121,MIDO,1990,c,2,0,2,1988,21
c121,MIDO,1991,c,0,2,3,1988,21
c121,MIDO,1992,c,50,0,4,1988,21
c121,MIDO,1993,c,50,0,5,1988,21
c121,MIDO,1994,c,40,0,6,1988,21
c121,MIDO,1995,c,20,0,7,1988,21
c121,MIDO,1996,c,5,0,8,1988,21
c121,MIDO,1997,c,0,0,9,1988,21
c121,MIDO,1998,c,0,0,10,1988,21
c121,MIDO,1999,c,0,0,11,1988,21
c121,MIDO,2000,c,2,0,12,1988,21
c121,MIDO,2001,c,0,0,13,1988,21
c121,MIDO,2002,c,2,0,14,1988,21
c121,MIDO,2003,c,20,0,15,1988,21
c121,MIDO,2004,c,20,0,16,1988,21
c121,PLER,1988,c,60,0,0,1988,21
c121,PLER,1989,c,50,4,1,1988,21
c121,PLER,1990,c,40,0,2,1988,21
c121,PLER,1991,c,20,2,3,1988,21
c121,PLER,1992,c,0,0,4,1988,21
c121,PLER,1993,c,2,0,5,1988,21
c121,PLER,1994,c,5,0,6,1988,21
c121,PLER,1995,c,10,0,7,1988,21
c121,PLER,1996,c,20,0,8,1988,21
c121,PLER,1997,c,30,0,9,1988,21
c121,PLER,1998,c,30,0,10,1988,21
c121,PLER,1999,c,30,0,11,1988,21
c121,PLER,2000,c,30,0,12,1988,21
c121,PLER,2001,c,50,0,13,1988,21
c121,PLER,2002,c,10,0,14,1988,21
c121,PLER,2003,c,10,0,15,1988,21
c121,PLER,2004,c,20,0,16,1988,21
c201,MIDO,1990,c,10,2,0,1990,23
c201,MIDO,1991,c,10,4,1,1990,23
c201,MIDO,1992,c,30,0,2,1990,23
c201,MIDO,1993,c,80,0,3,1990,23
c201,MIDO,1994,c,50,0,4,1990,23
c201,MIDO,1995,c,50,0,5,1990,23
c201,MIDO,1996,c,10,0,6,1990,23
c201,MIDO,1997,c,0,0,7,1990,23
c201,MIDO,1998,c,0,0,8,1990,23
c201,MIDO,1999,c,1,0,9,1990,23
c201,MIDO,2000,c,0,0,10,1990,23
c201,MIDO,2001,c,0,0,11,1990,23
c201,MIDO,2002,c,0,0,12,1990,23
c201,MIDO,2003,c,0,0,13,1990,23
c201,MIDO,2004,c,5,3,14,1990,23
c201,MIDO,2005,c,10,0,15,1990,23
c201,MIDO,2006,c,0,0,16,1990,23
c201,PLER,1990,c,30,2,0,1990,23
c201,PLER,1991,c,40,4,1,1990,23
c201,PLER,1992,c,20,0,2,1990,23
c201,PLER,1993,c,2,0,3,1990,23
c201,PLER,1994,c,20,0,4,1990,23
c201,PLER,1995,c,20,0,5,1990,23
c201,PLER,1996,c,30,0,6,1990,23
c201,PLER,1997,c,70,0,7,1990,23
c201,PLER,1998,c,70,0,8,1990,23
c201,PLER,1999,c,50,0,9,1990,23
c201,PLER,2000,c,60,0,10,1990,23
c201,PLER,2001,c,30,0,11,1990,23
c201,PLER,2002,c,20,0,12,1990,23
c201,PLER,2003,c,20,0,13,1990,23
c201,PLER,2004,c,2,3,14,1990,23
c201,PLER,2005,c,2,0,15,1990,23
c201,PLER,2006,c,2,0,16,1990,23
c213,MIDO,1990,c,10,3,0,1990,19
c213,MIDO,1991,c,20,4,1,1990,19
c213,MIDO,1992,c,40,0,2,1990,19
c213,MIDO,1993,c,70,0,3,1990,19
c213,MIDO,1994,c,30,0,4,1990,19
c213,MIDO,1995,c,10,0,5,1990,19
c213,MIDO,1996,c,2,0,6,1990,19
c213,MIDO,1997,c,2,0,7,1990,19
c213,MIDO,1998,c,0,0,8,1990,19
c213,MIDO,1999,c,0,0,9,1990,19
c213,MIDO,2000,c,0,3,10,1990,19
c213,MIDO,2001,c,0,0,11,1990,19
c213,MIDO,2002,c,0,0,12,1990,19
c213,PLER,1990,c,40,3,0,1990,19
c213,PLER,1991,c,50,4,1,1990,19
c213,PLER,1992,c,30,0,2,1990,19
c213,PLER,1993,c,2,0,3,1990,19
c213,PLER,1994,c,10,0,4,1990,19
c213,PLER,1995,c,10,0,5,1990,19
c213,PLER,1996,c,10,0,6,1990,19
c213,PLER,1997,c,50,0,7,1990,19
c213,PLER,1998,c,30,0,8,1990,19
c213,PLER,1999,c,10,0,9,1990,19
c213,PLER,2000,c,30,3,10,1990,19
c213,PLER,2001,c,20,0,11,1990,19
c213,PLER,2002,c,10,0,12,1990,19
c217,MIDO,1983,c,5,0,0,1983,35
c217,MIDO,1984,c,6,4,1,1983,35
c217,MIDO,1985,c,1,0,2,1983,35
c217,MIDO,1986,c,0,3,3,1983,35
c217,MIDO,1987,c,0,0,4,1983,35
c217,MIDO,1988,c,0,2,5,1983,35
c217,MIDO,1989,c,2,2,6,1983,35
c217,MIDO,1990,c,2,0,7,1983,35
c217,MIDO,1991,c,5,0,8,1983,35
c217,MIDO,1992,c,30,0,9,1983,35
c217,MIDO,1993,c,70,0,10,1983,35
c217,MIDO,1994,c,5,0,11,1983,35
c217,MIDO,1995,c,5,0,12,1983,35
c217,MIDO,1996,c,0,0,13,1983,35
c217,MIDO,1997,c,2,0,14,1983,35
c217,MIDO,1998,c,0,0,15,1983,35
c217,MIDO,1999,c,0,0,16,1983,35
c217,MIDO,2000,c,0,0,17,1983,35
c217,MIDO,2001,c,0,0,18,1983,35
c217,MIDO,2002,c,0,0,19,1983,35
c217,MIDO,2003,c,0,0,20,1983,35
c217,MIDO,2004,c,0,2,21,1983,35
c217,MIDO,2005,c,10,0,22,1983,35
c217,MIDO,2006,c,5,0,23,1983,35
c217,MIDO,2007,c,0,1,24,1983,35
c217,MIDO,2008,c,0,1,25,1983,35
c217,MIDO,2009,c,2,0,26,1983,35
c217,MIDO,2010,c,5,0,27,1983,35
c217,MIDO,2011,c,10,2,28,1983,35
c217,MIDO,2012,c,30,0,29,1983,35
c217,MIDO,2013,c,20,0,30,1983,35
c217,MIDO,2014,c,5,1,31,1983,35
c217,MIDO,2015,c,0,0,32,1983,35
c217,MIDO,2016,c,0,0,33,1983,35
c217,MIDO,2017,c,0,0,34,1983,35
c217,MIDO,2018,c,2,0,35,1983,35
c217,PLER,1983,c,15,0,0,1983,35
c217,PLER,1984,c,15,4,1,1983,35
c217,PLER,1985,c,30,0,2,1983,35
c217,PLER,1986,c,30,3,3,1983,35
c217,PLER,1987,c,30,0,4,1983,35
c217,PLER,1988,c,80,2,5,1983,35
c217,PLER,1989,c,60,2,6,1983,35
c217,PLER,1990,c,50,0,7,1983,35
c217,PLER,1991,c,50,0,8,1983,35
c217,PLER,1992,c,20,0,9,1983,35
c217,PLER,1993,c,2,0,10,1983,35
c217,PLER,1994,c,10,0,11,1983,35
c217,PLER,1995,c,10,0,12,1983,35
c217,PLER,1996,c,2,0,13,1983,35
c217,PLER,1997,c,20,0,14,1983,35
c217,PLER,1998,c,50,0,15,1983,35
c217,PLER,1999,c,30,0,16,1983,35
c217,PLER,2000,c,60,0,17,1983,35
c217,PLER,2001,c,40,0,18,1983,35
c217,PLER,2002,c,40,0,19,1983,35
c217,PLER,2003,c,20,0,20,1983,35
c217,PLER,2004,c,20,2,21,1983,35
c217,PLER,2005,c,20,0,22,1983,35
c217,PLER,2006,c,5,0,23,1983,35
c217,PLER,2007,c,10,1,24,1983,35
c217,PLER,2008,c,20,1,25,1983,35
c217,PLER,2009,c,30,0,26,1983,35
c217,PLER,2010,c,60,0,27,1983,35
c217,PLER,2011,c,40,2,28,1983,35
c217,PLER,2012,c,30,0,29,1983,35
c217,PLER,2013,c,20,0,30,1983,35
c217,PLER,2014,c,10,1,31,1983,35
c217,PLER,2015,c,50,0,32,1983,35
c217,PLER,2016,c,20,0,33,1983,35
c217,PLER,2017,c,10,0,34,1983,35
c217,PLER,2018,c,1,0,35,1983,35
c301,MIDO,1993,c,30,0,0,1993,21
c301,MIDO,1994,c,10,4,1,1993,21
c301,MIDO,1995,c,10,0,2,1993,21
c301,MIDO,1996,c,5,0,3,1993,21
c301,MIDO,1997,c,2,0,4,1993,21
c301,MIDO,1998,c,0,0,5,1993,21
c301,MIDO,1999,c,0,0,6,1993,21
c301,MIDO,2000,c,0,0,7,1993,21
c301,MIDO,2001,c,0,0,8,1993,21
c301,MIDO,2002,c,0,0,9,1993,21
c301,MIDO,2003,c,10,0,10,1993,21
c301,MIDO,2004,c,10,2,11,1993,21
c301,PLER,1993,c,30,0,0,1993,21
c301,PLER,1994,c,2,4,1,1993,21
c301,PLER,1995,c,20,0,2,1993,21
c301,PLER,1996,c,10,0,3,1993,21
c301,PLER,1997,c,30,0,4,1993,21
c301,PLER,1998,c,30,0,5,1993,21
c301,PLER,1999,c,40,0,6,1993,21
c301,PLER,2000,c,20,0,7,1993,21
c301,PLER,2001,c,20,0,8,1993,21
c301,PLER,2002,c,30,0,9,1993,21
c301,PLER,2003,c,40,0,10,1993,21
c301,PLER,2004,c,30,2,11,1993,21
c302,MIDO,1994,c,20,4,0,1994,20
c302,MIDO,1995,c,40,4,1,1994,20
c302,MIDO,1996,c,50,0,2,1994,20
c302,MIDO,1997,c,5,0,3,1994,20
c302,MIDO,1998,c,0,0,4,1994,20
c302,MIDO,1999,c,0,0,5,1994,20
c302,MIDO,2000,c,0,0,6,1994,20
c302,MIDO,2001,c,5,0,7,1994,20
c302,MIDO,2002,c,20,0,8,1994,20
c302,MIDO,2003,c,5,0,9,1994,20
c302,MIDO,2004,c,10,2,0,2004,35
c302,MIDO,2005,c,20,4,1,2004,35
c302,MIDO,2006,c,30,1,2,2004,35
c302,MIDO,2007,c,10,3,3,2004,35
c302,MIDO,2008,c,2,0,4,2004,35
c302,MIDO,2009,c,2,0,5,2004,35
c302,MIDO,2010,c,2,0,6,2004,35
c302,MIDO,2011,c,10,0,7,2004,35
c302,MIDO,2012,c,30,1,8,2004,35
c302,MIDO,2013,c,30,0,9,2004,35
c302,MIDO,2014,c,10,0,10,2004,35
c302,MIDO,2015,c,2,0,11,2004,35
c302,MIDO,2016,c,2,0,12,2004,35
c302,MIDO,2017,c,0,1,13,2004,35
c302,MIDO,2018,c,2,0,14,2004,35
c302,PLER,1994,c,5,4,0,1994,20
c302,PLER,1995,c,20,4,1,1994,20
c302,PLER,1996,c,2,0,2,1994,20
c302,PLER,1997,c,50,0,3,1994,20
c302,PLER,1998,c,50,0,4,1994,20
c302,PLER,1999,c,40,0,5,1994,20
c302,PLER,2000,c,60,0,6,1994,20
c302,PLER,2001,c,50,0,7,1994,20
c302,PLER,2002,c,30,0,8,1994,20
c302,PLER,2003,c,40,0,9,1994,20
c302,PLER,2004,c,30,2,0,2004,35
c302,PLER,2005,c,10,4,1,2004,35
c302,PLER,2006,c,5,1,2,2004,35
c302,PLER,2007,c,20,3,3,2004,35
c302,PLER,2008,c,40,0,4,2004,35
c302,PLER,2009,c,70,0,5,2004,35
c302,PLER,2010,c,75,0,6,2004,35
c302,PLER,2011,c,20,0,7,2004,35
c302,PLER,2012,c,30,1,8,2004,35
c302,PLER,2013,c,10,0,9,2004,35
c302,PLER,2014,c,20,0,10,2004,35
c302,PLER,2015,c,40,0,11,2004,35
c302,PLER,2016,c,20,0,12,2004,35
c302,PLER,2017,c,10,1,13,2004,35
c302,PLER,2018,c,10,0,14,2004,35
c303,MIDO,1993,c,20,1,0,1993,20
c303,MIDO,1994,c,5,4,1,1993,20
c303,MIDO,1995,c,20,2,2,1993,20
c303,MIDO,1996,c,50,1,3,1993,20
c303,MIDO,1997,c,2,0,4,1993,20
c303,MIDO,1998,c,0,0,5,1993,20
c303,MIDO,1999,c,0,0,6,1993,20
c303,MIDO,2000,c,2,0,7,1993,20
c303,MIDO,2001,c,0,0,8,1993,20
c303,MIDO,2002,c,0,0,9,1993,20
c303,MIDO,2003,c,5,0,10,1993,20
c303,PLER,1993,c,10,1,0,1993,20
c303,PLER,1994,c,10,4,1,1993,20
c303,PLER,1995,c,5,2,2,1993,20
c303,PLER,1996,c,2,1,3,1993,20
c303,PLER,1997,c,30,0,4,1993,20
c303,PLER,1998,c,60,0,5,1993,20
c303,PLER,1999,c,60,0,6,1993,20
c303,PLER,2000,c,60,0,7,1993,20
c303,PLER,2001,c,50,0,8,1993,20
c303,PLER,2002,c,40,0,9,1993,20
c303,PLER,2003,c,30,0,10,1993,20
c304,MIDO,1993,c,5,0,0,1993,26
c304,MIDO,1994,c,10,4,1,1993,26
c304,MIDO,1995,c,40,0,2,1993,26
c304,MIDO,1996,c,20,3,3,1993,26
c304,MIDO,1997,c,2,0,4,1993,26
c304,MIDO,1998,c,0,0,5,1993,26
c304,MIDO,1999,c,0,0,6,1993,26
c304,MIDO,2000,c,2,0,7,1993,26
c304,MIDO,2001,c,2,0,8,1993,26
c304,MIDO,2002,c,0,0,9,1993,26
c304,MIDO,2003,c,5,0,10,1993,26
c304,MIDO,2004,c,10,0,11,1993,26
c304,MIDO,2005,c,30,1,12,1993,26
c304,MIDO,2006,c,30,0,13,1993,26
c304,MIDO,2007,c,2,0,14,1993,26
c304,MIDO,2008,c,0,1,15,1993,26
c304,MIDO,2009,c,2,0,16,1993,26
c304,PLER,1993,c,30,0,0,1993,26
c304,PLER,1994,c,40,4,1,1993,26
c304,PLER,1995,c,10,0,2,1993,26
c304,PLER,1996,c,5,3,3,1993,26
c304,PLER,1997,c,20,0,4,1993,26
c304,PLER,1998,c,20,0,5,1993,26
c304,PLER,1999,c,20,0,6,1993,26
c304,PLER,2000,c,20,0,7,1993,26
c304,PLER,2001,c,30,0,8,1993,26
c304,PLER,2002,c,5,0,9,1993,26
c304,PLER,2003,c,10,0,10,1993,26
c304,PLER,2004,c,5,0,11,1993,26
c304,PLER,2005,c,5,1,12,1993,26
c304,PLER,2006,c,20,0,13,1993,26
c304,PLER,2007,c,5,0,14,1993,26
c304,PLER,2008,c,40,1,15,1993,26
c304,PLER,2009,c,60,0,16,1993,26
c305,MIDO,2003,c,10,2,0,2003,32
c305,MIDO,2004,c,2,4,1,2003,32
c305,MIDO,2005,c,20,3,2,2003,32
c305,MIDO,2006,c,20,0,3,2003,32
c305,MIDO,2007,c,0,1,4,2003,32
c305,MIDO,2008,c,0,2,5,2003,32
c305,MIDO,2009,c,5,0,6,2003,32
c305,MIDO,2010,c,2,1,7,2003,32
c305,MIDO,2011,c,0,0,8,2003,32
c305,MIDO,2012,c,10,3,9,2003,32
c305,MIDO,2013,c,30,1,10,2003,32
c305,MIDO,2014,c,10,0,11,2003,32
c305,MIDO,2015,c,2,2,12,2003,32
c305,PLER,2003,c,10,2,0,2003,32
c305,PLER,2004,c,2,4,1,2003,32
c305,PLER,2005,c,5,3,2,2003,32
c305,PLER,2006,c,20,0,3,2003,32
c305,PLER,2007,c,10,1,4,2003,32
c305,PLER,2008,c,30,2,5,2003,32
c305,PLER,2009,c,70,0,6,2003,32
c305,PLER,2010,c,80,1,7,2003,32
c305,PLER,2011,c,30,0,8,2003,32
c305,PLER,2012,c,40,3,9,2003,32
c305,PLER,2013,c,10,1,10,2003,32
c305,PLER,2014,c,10,0,11,2003,32
c305,PLER,2015,c,10,2,12,2003,32
c308,MIDO,2006,c,30,4,0,2006,34
c308,MIDO,2007,c,10,4,1,2006,34
c308,MIDO,2008,c,2,0,2,2006,34
c308,MIDO,2009,c,2,0,3,2006,34
c308,MIDO,2010,c,1,0,4,2006,34
c308,MIDO,2011,c,0,0,5,2006,34
c308,MIDO,2012,c,30,2,6,2006,34
c308,MIDO,2013,c,20,0,7,2006,34
c308,MIDO,2014,c,10,0,8,2006,34
c308,MIDO,2015,c,2,0,9,2006,34
c308,MIDO,2016,c,0,0,10,2006,34
c308,MIDO,2017,c,0,1,11,2006,34
c308,PLER,2006,c,10,4,0,2006,34
c308,PLER,2007,c,20,4,1,2006,34
c308,PLER,2008,c,40,0,2,2006,34
c308,PLER,2009,c,80,0,3,2006,34
c308,PLER,2010,c,70,0,4,2006,34
c308,PLER,2011,c,20,0,5,2006,34
c308,PLER,2012,c,40,2,6,2006,34
c308,PLER,2013,c,2,0,7,2006,34
c308,PLER,2014,c,10,0,8,2006,34
c308,PLER,2015,c,20,0,9,2006,34
c308,PLER,2016,c,20,0,10,2006,34
c308,PLER,2017,c,5,1,11,2006,34
c309,MIDO,1993,c,5,0,0,1993,20
c309,MIDO,1994,c,2,4,1,1993,20
c309,MIDO,1995,c,20,0,2,1993,20
c309,MIDO,1996,c,20,0,3,1993,20
c309,MIDO,1997,c,2,0,4,1993,20
c309,MIDO,1998,c,0,0,5,1993,20
c309,MIDO,1999,c,0,0,6,1993,20
c309,MIDO,2000,c,0,0,7,1993,20
c309,MIDO,2001,c,1,0,8,1993,20
c309,MIDO,2002,c,10,0,9,1993,20
c309,MIDO,2003,c,2,0,10,1993,20
c309,MIDO,2004,c,20,2,0,2004,34
c309,MIDO,2005,c,20,4,1,2004,34
c309,MIDO,2006,c,40,0,2,2004,34
c309,MIDO,2007,c,5,0,3,2004,34
c309,MIDO,2008,c,0,0,4,2004,34
c309,MIDO,2009,c,5,0,5,2004,34
c309,MIDO,2010,c,2,0,6,2004,34
c309,MIDO,2011,c,5,1,7,2004,34
c309,MIDO,2012,c,30,2,8,2004,34
c309,MIDO,2013,c,20,0,9,2004,34
c309,MIDO,2014,c,10,0,10,2004,34
c309,MIDO,2015,c,2,2,11,2004,34
c309,MIDO,2016,c,0,0,12,2004,34
c309,MIDO,2017,c,0,3,13,2004,34
c309,PLER,1993,c,40,0,0,1993,20
c309,PLER,1994,c,10,4,1,1993,20
c309,PLER,1995,c,2,0,2,1993,20
c309,PLER,1996,c,5,0,3,1993,20
c309,PLER,1997,c,30,0,4,1993,20
c309,PLER,1998,c,60,0,5,1993,20
c309,PLER,1999,c,40,0,6,1993,20
c309,PLER,2000,c,50,0,7,1993,20
c309,PLER,2001,c,50,0,8,1993,20
c309,PLER,2002,c,30,0,9,1993,20
c309,PLER,2003,c,30,0,10,1993,20
c309,PLER,2004,c,10,2,0,2004,34
c309,PLER,2005,c,2,4,1,2004,34
c309,PLER,2006,c,10,0,2,2004,34
c309,PLER,2007,c,30,0,3,2004,34
c309,PLER,2008,c,70,0,4,2004,34
c309,PLER,2009,c,80,0,5,2004,34
